Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
mushroomExplore_85702a75		Your pig settled down to a contented life among the truffles.	game/script.rpy	5327	"[what]"
mushroomExplore_d434d304		You set up a quaint home in that strange country, and soon you were even able to find your poor mother and make amends for your wicked behaviour.	game/script.rpy	5328	"[what]"
mushroomExplore_6d527df0		After a long time, your siblings came down to join you there, one by one.	game/script.rpy	5329	"[what]"
mushroomExplore_17381254		Even I was there, though you did not see me.	game/script.rpy	5330	"[what]"
mushroomExplore_301550b9_1		You and the mushrooms stayed the greatest of friends, talking all through the small hours together.	game/script.rpy	5332	"[what]"
mushroomExplore_85702a75_1		Your pig settled down to a contented life among the truffles.	game/script.rpy	5334	"[what]"
mushroomExplore_3da163e6		You set up a quaint home in that dark kingdom.	game/script.rpy	5335	"[what]"
mushroomExplore_08f85327		After a long time, your mother and siblings came down to join you there, one by one.	game/script.rpy	5336	"[what]"
mushroomExplore_17381254_1		Even I was there, though you did not see me.	game/script.rpy	5337	"[what]"
mushroomExplore_ae490022		After slowly growing close over many years, you and the mushrooms all became married together in a beautiful ceremony.	game/script.rpy	5339	"[what]"
mushroomExplore_029c1f23		Your mother came down to the kingdom of death for the occasion, and all the plants and lichens and moss and toadstools of the forest were in attendance.	game/script.rpy	5340	"[what]"
mushroomExplore_24879586		The occaision was full of joy. I laughed as I raised a toast, and the beer ran down my chin but did not go into my mouth.	game/script.rpy	5341	"[what]"
mushroomExplore_18cde82f		Long did your godfather the Almighty search for you, but never could he find you, hidden as you were in that undiscovered country.	game/script.rpy	5343	"[what]"
mushroomExplore_85689cce		Long did your godfather the Devil search for you, but never could he find you, hidden as you were in that undiscovered country.	game/script.rpy	5345	"[what]"
mushroomExplore_ba2421c7		And so the promise came to pass, and you took your place with the woman clad all in black, just as she promised your mother all those years ago.	game/script.rpy	5347	"[what]"
mushroomExplore_fddb9963		You stayed there at the side of the Pale Lady, forever and ever, until the final horn and the coming of the end of days.	game/script.rpy	5349	"[what]"
mushroomExplore_a20cefa7		...	game/script.rpy	5355	"[what]"
mushroomExplore_00620a41		Oh?	game/script.rpy	5356	"[what]"
mushroomExplore_1d169db6		And what happened to the thief, you ask?	game/script.rpy	5358	"[what]"
mushroomExplore_224c125a		Long did they run from the law.	game/script.rpy	5362	"[what]"
mushroomExplore_f0dabfa2		Over hill and dale, through the valleys, under the mountains and across the sea they ran.	game/script.rpy	5363	"[what]"
mushroomExplore_1afaf126		Finally one night, they ran deep into the desert.	game/script.rpy	5364	"[what]"
mushroomExplore_aa8bae44		They caught their breath and looked around. The sky was vast and empty above them.	game/script.rpy	5365	"[what]"
mushroomExplore_6805ba5e		No-one was there.	game/script.rpy	5366	"[what]"
mushroomExplore_ad1ed0d9		Nothing was left.	game/script.rpy	5367	"[what]"
mushroomExplore_c5059e8f		It was already too late.	game/script.rpy	5369	"[what]"
mushroomExplore_a1ee734d		They were never seen or heard from again.	game/script.rpy	5372	"[what]"
mushroomExplore_237db6c6	pov	Don't think that I want to leave you. It's just that I must see my siblings and my old country.	game/script.rpy	5376	pov "[what]"
mushroomExplore_314917a9	pov	Don't think that I want to leave you. It's just that I must see my old mother and my old country.	game/script.rpy	5378	pov "[what]"
mushroomExplore_1a1aba21	m3	I see. Then we won't stand in your way. Take this to remember us by.	game/script.rpy	5379	m3 "[what]"
mushroomExplore_2307533b		She handed you a black box tied with a tassel of red silk.	game/script.rpy	5380	"[what]"
mushroomExplore_2846b16c	m4	This is the box of the jewelled hand, and it holds something very precious. Do not open it, no matter what happens.	game/script.rpy	5381	m4 "[what]"
mushroomExplore_28bb1bca		You bid her a tearful farewell. Then, you turned to your pig.	game/script.rpy	5383	"[what]"
mushroomExplore_0ead89a4	p1	I am sorry, my erstwhile companion. After all our adventures together, I have come to see you as a dear friend - even as family.	game/script.rpy	5384	p1 "[what]"
mushroomExplore_e5dd58b0	p1	But where you go now, I cannot follow. My place is here, with the truffles. I hope you can understand.	game/script.rpy	5385	p1 "[what]"
mushroomExplore_46666e90		It hurt you dearly to part ways, but you understood. You and the pig embraced warmly.	game/script.rpy	5386	"[what]"
mushroomExplore_bca1e713	p1	I will always remember you, [povname].	game/script.rpy	5387	p1 "[what]"
mushroomExplore_056ec0a6		And so you promised that you would never open the box, and the mushrooms took hold of you and bore you back up to the surface.	game/script.rpy	5388	"[what]"
mushroomExplore_62752ac8		You blinked in the harsh light of the sun above, and found that your eyes had become almost blind in the darkness below. Your skin was pale and shrunken.	game/script.rpy	5391	"[what]"
mushroomExplore_0a3c9dad		As you looked around, a strange anxiety gripped you. The ancient old strangler fig was gone. You couldn't see the blue door to the mushroom's domain.	game/script.rpy	5392	"[what]"
mushroomExplore_aa2ac43e		As you walked down the road to your house, something seemed wrong. The people you saw walking past had different faces to the people you knew so well before. Even your old house was a different shape.	game/script.rpy	5395	"[what]"
mushroomExplore_d98e12ea		You walked up to your old home and called out:	game/script.rpy	5396	"[what]"
mushroomExplore_6321d7e9	pov	Mum! I'm back!	game/script.rpy	5397	pov "[what]"
mushroomExplore_82cdaefd		But just as you were about to enter, a strange man came out.	game/script.rpy	5398	"[what]"
mushroomExplore_b2064b63	som	Who are you?	game/script.rpy	5399	som "[what]"
mushroomExplore_35d425bd	pov	What? Who are you? And why do you twist in that crooked way?	game/script.rpy	5400	pov "[what]"
mushroomExplore_d02068d8	som	We're all crooked now, child. It's the law. But answer my question!	game/script.rpy	5401	som "[what]"
mushroomExplore_eeb2dedc	pov	My name is [povname].	game/script.rpy	5403	pov "[what]"
mushroomExplore_6bc8be5b	som	Don't joke around like that.	game/script.rpy	5404	som "[what]"
mushroomExplore_84c4a182	som	It's true that someone by the name of [povname] once lived here, but that is a tale three hundred years old! [He] couldn't possibly be alive now.	game/script.rpy	5406	som "[what]"
mushroomExplore_34053814		When you heard those odd words, a terrible fear gripped you, and you ran out onto the street and through the twisting alleyways. The forest you knew was gone. A grey rain of ash fell ceaselessly across the land from the grey clouds above. The bent and crooked people of the realm huddled in grim shelters underneath places that hideously resembled the hills and lakes and villages you once knew.	game/script.rpy	5407	"[what]"
mushroomExplore_50ca153e		Over and over, you heard them mutter of the Ash Giants, and you heard terrible footfalls shake the earth from some distant place, closer all the time.	game/script.rpy	5408	"[what]"
mushroomExplore_20652048		The awful feeling came over you that what the old man said was true. Each day you spent in the underground kingdom was as a hundred years on earth.	game/script.rpy	5409	"[what]"
mushroomExplore_bab577ab		You ran through the grey streets and parking lots and abandoned shopping centres and vast, decayed, echoing airports and twisting underground toll roads and long slow landfill rivers that seethed with the serpentine motion of the trash queens as you stumbled onto the cracked bitumen roads and empty apartment complexes packed with flickering TV screens of static under the grim endless maze of freeways stacked above you that blotted out the grey sky above, but try as you might you couldn't find the way back to the kingdom you left.	game/script.rpy	5410	"[what]"
mushroomExplore_afe30546	miw	Finally.	game/script.rpy	5412	miw "[what]"
mushroomExplore_aa8ff3c5		You felt a heavy hand fall on your shoulder. A great light shone behind you, too bright for you to turn and face it.	game/script.rpy	5413	"[what]"
mushroomExplore_cbb1e7f3	miw	Long have I waited. Now, you will come with me.	game/script.rpy	5414	miw "[what]"
mushroomExplore_a6885655	mir	Finally.	game/script.rpy	5417	mir "[what]"
mushroomExplore_2d6bded3		A crooked red hand fell on your shoulder, and you turned to see the cackling face of the old serpent himself.	game/script.rpy	5418	"[what]"
mushroomExplore_eaa11591	mir	Now you see that no matter how long you hide, none can escape the devil's clutches! Come with me, and we will dance together in Hell forever.	game/script.rpy	5419	mir "[what]"
mushroomBox_c6dcbd09		Having lost everything dear to you, you realised that there was no reason not to open it.	game/script.rpy	5429	"[what]"
mushroomBox_f066017e	pov	At such a time, surely I will find something inside this box to save me and lead me back to the Mushroom.	game/script.rpy	5430	pov "[what]"
mushroomBox_66951da8	miw	No.	game/script.rpy	5432	miw "[what]"
mushroomBox_41600035	mir	What are you doing? No!	game/script.rpy	5434	mir "[what]"
mushroomBox_4d1fdaba		You untied the red silk and lifted the lid of the precious box.	game/script.rpy	5435	"[what]"
mushroomBox_44b9e94a		As soon as you did, all of your years rushed out of the box, and they came upon you at once. Your hair grew and turned white, your back twisted into a knot with age, your face wrinkled up and you fell down dead in an instant.	game/script.rpy	5436	"[what]"
mushroomBox_f40a3fba		Poor thing! I wept to see your woeful fate. Because of your disobedience, never would you live to see your loved ones again.	game/script.rpy	5439	"[what]"
mushroomBox_8ed30a81		Little children, never be disobedient to those who are wiser than you, for disobedience is the mother of all misery and father of all woe.	game/script.rpy	5441	"[what]"
mushroomBox_a20cefa7		...	game/script.rpy	5447	"[what]"
mushroomBox_00620a41		Oh?	game/script.rpy	5448	"[what]"
mushroomBox_1d169db6		And what happened to the thief, you ask?	game/script.rpy	5450	"[what]"
mushroomBox_224c125a		Long did they run from the law.	game/script.rpy	5454	"[what]"
mushroomBox_f0dabfa2		Over hill and dale, through the valleys, under the mountains and across the sea they ran.	game/script.rpy	5455	"[what]"
mushroomBox_1afaf126		Finally one night, they ran deep into the desert.	game/script.rpy	5456	"[what]"
mushroomBox_aa8bae44		They caught their breath and looked around. The sky was vast and empty above them.	game/script.rpy	5457	"[what]"
mushroomBox_6805ba5e		No-one was there.	game/script.rpy	5458	"[what]"
mushroomBox_ad1ed0d9		Nothing was left.	game/script.rpy	5459	"[what]"
mushroomBox_c5059e8f		It was already too late.	game/script.rpy	5461	"[what]"
mushroomBox_a1ee734d		They were never seen or heard from again.	game/script.rpy	5464	"[what]"
mushroomBox_fb9a55f6		You hesitated - but in the end you couldn't bring yourself to break your promise to the mushroom.	game/script.rpy	5468	"[what]"
mushroomBox_8bc33d92		And so the Lord took you, and you rested in the basement of His White House forever and ever, until the final horn and the coming of the end of days.	game/script.rpy	5470	"[what]"
mushroomBox_a20cefa7_1		...	game/script.rpy	5476	"[what]"
mushroomBox_00620a41_1		Oh?	game/script.rpy	5477	"[what]"
mushroomBox_1d169db6_1		And what happened to the thief, you ask?	game/script.rpy	5479	"[what]"
mushroomBox_224c125a_1		Long did they run from the law.	game/script.rpy	5483	"[what]"
mushroomBox_f0dabfa2_1		Over hill and dale, through the valleys, under the mountains and across the sea they ran.	game/script.rpy	5484	"[what]"
mushroomBox_1afaf126_1		Finally one night, they ran deep into the desert.	game/script.rpy	5485	"[what]"
mushroomBox_aa8bae44_1		They caught their breath and looked around. The sky was vast and empty above them.	game/script.rpy	5486	"[what]"
mushroomBox_6805ba5e_1		No-one was there.	game/script.rpy	5487	"[what]"
mushroomBox_ad1ed0d9_1		Nothing was left.	game/script.rpy	5488	"[what]"
mushroomBox_c5059e8f_1		It was already too late.	game/script.rpy	5490	"[what]"
mushroomBox_a1ee734d_1		They were never seen or heard from again.	game/script.rpy	5493	"[what]"
mushroomBox_fb9a55f6_1		You hesitated - but in the end you couldn't bring yourself to break your promise to the mushroom.	game/script.rpy	5496	"[what]"
mushroomBox_04f4aa64		And so the Devil took you, and you were trapped as his servant in Hell forever and ever, until the final horn and the coming of the end of days.	game/script.rpy	5498	"[what]"
mushroomBox_a20cefa7_2		...	game/script.rpy	5504	"[what]"
mushroomBox_00620a41_2		Oh?	game/script.rpy	5505	"[what]"
mushroomBox_1d169db6_2		And what happened to the thief, you ask?	game/script.rpy	5507	"[what]"
mushroomBox_224c125a_2		Long did they run from the law.	game/script.rpy	5511	"[what]"
mushroomBox_f0dabfa2_2		Over hill and dale, through the valleys, under the mountains and across the sea they ran.	game/script.rpy	5512	"[what]"
mushroomBox_1afaf126_2		Finally one night, they ran deep into the desert.	game/script.rpy	5513	"[what]"
mushroomBox_aa8bae44_2		They caught their breath and looked around. The sky was vast and empty above them.	game/script.rpy	5514	"[what]"
mushroomBox_6805ba5e_2		No-one was there.	game/script.rpy	5515	"[what]"
mushroomBox_ad1ed0d9_2		Nothing was left.	game/script.rpy	5516	"[what]"
mushroomBox_c5059e8f_2		It was already too late.	game/script.rpy	5518	"[what]"
mushroomBox_a1ee734d_2		They were never seen or heard from again.	game/script.rpy	5521	"[what]"
